event_path,server name,event_Message,timestamp,event_Timewirtten,event_Id,event_timeCreated,machine_processor_count,event_provider,ip_address,time
System,PTMTACDPN105,The access history in hive ~??~C:~Users~g306950hpo~NTUSER.DAT was cleared updating 2 keys and creating 1 modified pages.,2019-12-30T11:10:07.349Z,2019-12-30T05:03:20Z,16,2019-12-30T11:03:20.956Z,1,Microsoft-Windows-Kernel-General,32.72.95.181,2019-12-30T11:10:07.392Z
System,TMWCDDQA136,The access history in hive ~SystemRoot~System32~Config~RegBack~SAM was cleared updating 91 keys and creating 8 modified pages.,2019-12-30T11:09:01.136Z,2019-12-30T04:54:18Z,16,2019-12-30T10:54:18.44Z,2,Microsoft-Windows-Kernel-General,20.251.24.67,2019-12-30T11:09:01.499Z
System,TMWCDDQA136,The access history in hive ~SystemRoot~System32~Config~RegBack~DEFAULT was cleared updating 241 keys and creating 42 modified pages.,2019-12-30T11:09:01.136Z,2019-12-30T04:54:18Z,16,2019-12-30T10:54:18.42Z,2,Microsoft-Windows-Kernel-General,20.251.24.67,2019-12-30T11:09:01.425Z
System,TMWCDDQA136,The access history in hive ~SystemRoot~System32~Config~RegBack~SYSTEM was cleared updating 29737 keys and creating 2225 modified pages.,2019-12-30T11:09:01.136Z,2019-12-30T04:54:18Z,16,2019-12-30T10:54:18.364Z,2,Microsoft-Windows-Kernel-General,20.251.24.67,2019-12-30T11:09:01.362Z
System,TMWCDDQA136,The access history in hive ~SystemRoot~System32~Config~RegBack~SOFTWARE was cleared updating 260112 keys and creating 21134 modified pages.,2019-12-30T11:09:01.136Z,2019-12-30T04:54:18Z,16,2019-12-30T10:54:18.015Z,2,Microsoft-Windows-Kernel-General,20.251.24.67,2019-12-30T11:09:01.299Z
System,TMWCDDQA136,The access history in hive ~SystemRoot~System32~Config~RegBack~SECURITY was cleared updating 137 keys and creating 7 modified pages.,2019-12-30T11:09:01.136Z,2019-12-30T04:54:15Z,16,2019-12-30T10:54:15.634Z,2,Microsoft-Windows-Kernel-General,20.251.24.67,2019-12-30T11:09:01.236Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~e152278hpo~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:11.471Z,2019-12-30T05:00:21Z,16,2019-12-30T11:00:21.372Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:12.07Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~a107219~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:11.471Z,2019-12-30T05:00:20Z,16,2019-12-30T11:00:20.622Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:11.992Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~e305247hpo~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:11.471Z,2019-12-30T05:00:20Z,16,2019-12-30T11:00:20.169Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:11.914Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~g309071hpo~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:11.471Z,2019-12-30T05:00:19Z,16,2019-12-30T11:00:19.732Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:11.836Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~f073993dadmin~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:11.471Z,2019-12-30T05:00:19Z,16,2019-12-30T11:00:19.263Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:11.758Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~g065622dadmin~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:11.471Z,2019-12-30T05:00:18Z,16,2019-12-30T11:00:18.607Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:11.68Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~g083612dadmin~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:11.471Z,2019-12-30T05:00:17Z,16,2019-12-30T11:00:17.544Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:11.602Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~c078211~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:16Z,16,2019-12-30T11:00:16.606Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:10.461Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~e151510dadmin~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:15Z,16,2019-12-30T11:00:15.716Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:10.398Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~a091145~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:14Z,16,2019-12-30T11:00:14.513Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:10.32Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~b103468~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:13Z,16,2019-12-30T11:00:13.513Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:10.242Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~a151163dadmin~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:11Z,16,2019-12-30T11:00:11.966Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:10.164Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~d154499dadmin~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:11Z,16,2019-12-30T11:00:11.028Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:10.086Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~d154499hpe~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:09Z,16,2019-12-30T11:00:09.809Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:10.008Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~d305729~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:08Z,16,2019-12-30T11:00:08.403Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:09.945Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~g306950hpo~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:07Z,16,2019-12-30T11:00:07.544Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:09.883Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~f043053dadmin~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:06Z,16,2019-12-30T11:00:06.293Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:09.805Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~e084709~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:05Z,16,2019-12-30T11:00:05.872Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:09.727Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~d077981~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:05Z,16,2019-12-30T11:00:05.34Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:09.648Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~e082658~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:04Z,16,2019-12-30T11:00:04.637Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:09.586Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~e086081~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:04Z,16,2019-12-30T11:00:04.043Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:09.508Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~e084177hpo~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:02Z,16,2019-12-30T11:00:02.887Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:09.445Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~d303622hpo~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:01Z,16,2019-12-30T11:00:01.856Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:09.367Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~b304418hpo~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:00Z,16,2019-12-30T11:00:00.903Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:09.305Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~f310834hpo~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T05:00:00Z,16,2019-12-30T11:00:00.012Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:09.242Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~d061902dadmin~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T04:59:58Z,16,2019-12-30T10:59:58.34Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:09.164Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~hpe-user~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T04:59:57Z,16,2019-12-30T10:59:57.027Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:09.086Z
System,TMWCDDPN029,The access history in hive ~??~c:~users~administrator~AppData~Local~Microsoft~Windows~usrclass.dat was cleared updating 0 keys and creating 0 modified pages.,2019-12-30T11:04:08.953Z,2019-12-30T04:59:56Z,16,2019-12-30T10:59:56.293Z,24,Microsoft-Windows-Kernel-General,20.250.144.30,2019-12-30T11:04:09.008Z
System,TMWCDDPN030,The access history in hive ~SystemRoot~System32~Config~RegBack~SAM was cleared updating 77 keys and creating 7 modified pages.,2019-12-30T10:52:39.68Z,2019-12-30T04:32:46Z,16,2019-12-30T10:32:46.767Z,24,Microsoft-Windows-Kernel-General,20.250.144.28,2019-12-30T10:52:39.944Z
System,TMWCDDPN030,The access history in hive ~SystemRoot~System32~Config~RegBack~DEFAULT was cleared updating 257 keys and creating 47 modified pages.,2019-12-30T10:52:39.68Z,2019-12-30T04:32:46Z,16,2019-12-30T10:32:46.752Z,24,Microsoft-Windows-Kernel-General,20.250.144.28,2019-12-30T10:52:39.882Z
System,TMWCDDPN030,The access history in hive ~SystemRoot~System32~Config~RegBack~SYSTEM was cleared updating 10600 keys and creating 918 modified pages.,2019-12-30T10:52:39.68Z,2019-12-30T04:32:46Z,16,2019-12-30T10:32:46.689Z,24,Microsoft-Windows-Kernel-General,20.250.144.28,2019-12-30T10:52:39.819Z
System,TMWCDDPN030,The access history in hive ~SystemRoot~System32~Config~RegBack~SOFTWARE was cleared updating 91431 keys and creating 12617 modified pages.,2019-12-30T10:52:39.68Z,2019-12-30T04:32:46Z,16,2019-12-30T10:32:46.33Z,24,Microsoft-Windows-Kernel-General,20.250.144.28,2019-12-30T10:52:39.757Z
System,TMWCDDPN030,The access history in hive ~SystemRoot~System32~Config~RegBack~SECURITY was cleared updating 75 keys and creating 4 modified pages.,2019-12-30T10:52:39.68Z,2019-12-30T04:32:45Z,16,2019-12-30T10:32:45.22Z,24,Microsoft-Windows-Kernel-General,20.250.144.28,2019-12-30T10:52:39.678Z
System,JTKTMTPN000,The access history in hive ~SystemRoot~System32~Config~RegBack~SAM was cleared updating 78 keys and creating 8 modified pages.,2019-12-30T10:52:36.104Z,2019-12-30T04:37:19Z,16,2019-12-30T10:37:19.743Z,2,Microsoft-Windows-Kernel-General,20.64.17.44,2019-12-30T10:52:36.489Z
System,JTKTMTPN000,The access history in hive ~SystemRoot~System32~Config~RegBack~DEFAULT was cleared updating 245 keys and creating 43 modified pages.,2019-12-30T10:52:36.104Z,2019-12-30T04:37:19Z,16,2019-12-30T10:37:19.712Z,2,Microsoft-Windows-Kernel-General,20.64.17.44,2019-12-30T10:52:36.239Z
System,JTKTMTPN000,The access history in hive ~SystemRoot~System32~Config~RegBack~SYSTEM was cleared updating 7138 keys and creating 644 modified pages.,2019-12-30T10:52:36.104Z,2019-12-30T04:37:19Z,16,2019-12-30T10:37:19.603Z,2,Microsoft-Windows-Kernel-General,20.64.17.44,2019-12-30T10:52:35.989Z
System,JTKTMTPN000,The access history in hive ~SystemRoot~System32~Config~RegBack~SOFTWARE was cleared updating 106371 keys and creating 13295 modified pages.,2019-12-30T10:52:35.606Z,2019-12-30T04:37:19Z,16,2019-12-30T10:37:19.025Z,2,Microsoft-Windows-Kernel-General,20.64.17.44,2019-12-30T10:52:35.739Z
System,JTKTMTPN000,The access history in hive ~SystemRoot~System32~Config~RegBack~SECURITY was cleared updating 67 keys and creating 5 modified pages.,2019-12-30T10:52:35.606Z,2019-12-30T04:37:17Z,16,2019-12-30T10:37:17.243Z,2,Microsoft-Windows-Kernel-General,20.64.17.44,2019-12-30T10:52:35.489Z
System,KTTTMT007,The access history in hive ~??~C:~Users~d303622hpo~NTUSER.DAT was cleared updating 29 keys and creating 10 modified pages.,2019-12-30T10:08:01.688Z,2019-12-30T04:55:21Z,16,2019-12-30T09:55:21.706Z,2,Microsoft-Windows-Kernel-General,20.32.96.22,2019-12-30T10:08:01.478Z
System,PTMTACDPA632,The access history in hive ~SystemRoot~System32~Config~RegBack~SAM was cleared updating 76 keys and creating 8 modified pages.,2019-12-30T09:48:29.718Z,2019-12-30T03:46:39Z,16,2019-12-30T09:46:39.667Z,2,Microsoft-Windows-Kernel-General,20.251.12.247,2019-12-30T09:48:29.323Z
System,PTMTACDPA632,The access history in hive ~SystemRoot~System32~Config~RegBack~DEFAULT was cleared updating 286 keys and creating 50 modified pages.,2019-12-30T09:48:29.718Z,2019-12-30T03:46:39Z,16,2019-12-30T09:46:39.652Z,2,Microsoft-Windows-Kernel-General,20.251.12.247,2019-12-30T09:48:29.261Z
System,PTMTACDPA632,The access history in hive ~SystemRoot~System32~Config~RegBack~SYSTEM was cleared updating 6614 keys and creating 620 modified pages.,2019-12-30T09:48:29.718Z,2019-12-30T03:46:39Z,16,2019-12-30T09:46:39.621Z,2,Microsoft-Windows-Kernel-General,20.251.12.247,2019-12-30T09:48:29.198Z
System,PTMTACDPA632,The access history in hive ~SystemRoot~System32~Config~RegBack~SOFTWARE was cleared updating 79735 keys and creating 10444 modified pages.,2019-12-30T09:48:29.718Z,2019-12-30T03:46:39Z,16,2019-12-30T09:46:39.277Z,2,Microsoft-Windows-Kernel-General,20.251.12.247,2019-12-30T09:48:29.136Z
System,PTMTACDPA632,The access history in hive ~SystemRoot~System32~Config~RegBack~SECURITY was cleared updating 67 keys and creating 5 modified pages.,2019-12-30T09:48:29.718Z,2019-12-30T03:46:37Z,16,2019-12-30T09:46:37.308Z,2,Microsoft-Windows-Kernel-General,20.251.12.247,2019-12-30T09:48:29.058Z
System,JTKTUTN000,The access history in hive ~SystemRoot~System32~Config~RegBack~SAM was cleared updating 77 keys and creating 8 modified pages.,2019-12-30T07:57:25.821Z,2019-12-30T02:45:40Z,16,2019-12-30T07:45:40.967Z,2,Microsoft-Windows-Kernel-General,20.63.0.76,2019-12-30T07:57:26.1Z
System,JTKTUTN000,The access history in hive ~SystemRoot~System32~Config~RegBack~DEFAULT was cleared updating 244 keys and creating 44 modified pages.,2019-12-30T07:57:25.821Z,2019-12-30T02:45:40Z,16,2019-12-30T07:45:40.779Z,2,Microsoft-Windows-Kernel-General,20.63.0.76,2019-12-30T07:57:25.959Z
System,JTKTUTN000,The access history in hive ~SystemRoot~System32~Config~RegBack~SYSTEM was cleared updating 7855 keys and creating 696 modified pages.,2019-12-30T07:57:25.821Z,2019-12-30T02:45:40Z,16,2019-12-30T07:45:40.67Z,2,Microsoft-Windows-Kernel-General,20.63.0.76,2019-12-30T07:57:25.818Z
System,JTKTUTN000,The access history in hive ~SystemRoot~System32~Config~RegBack~SOFTWARE was cleared updating 81808 keys and creating 11338 modified pages.,2019-12-30T07:57:25.821Z,2019-12-30T02:45:40Z,16,2019-12-30T07:45:40.013Z,2,Microsoft-Windows-Kernel-General,20.63.0.76,2019-12-30T07:57:25.678Z
System,JTKTUTN000,The access history in hive ~SystemRoot~System32~Config~RegBack~SECURITY was cleared updating 72 keys and creating 4 modified pages.,2019-12-30T07:57:25.821Z,2019-12-30T02:45:37Z,16,2019-12-30T07:45:37.138Z,2,Microsoft-Windows-Kernel-General,20.63.0.76,2019-12-30T07:57:25.521Z
System,MCHTNDN007,The access history in hive ~??~C:~Users~Administrator~NTUSER.DAT was cleared updating 7 keys and creating 2 modified pages.,2019-12-30T06:18:31.924Z,2019-12-30T06:15:32Z,16,2019-12-30T06:15:32.365Z,4,Microsoft-Windows-Kernel-General,20.192.194.43,2019-12-30T06:18:31.563Z
System,MCHTNDN007,The access history in hive ~??~C:~Users~HPE-User~NTUSER.DAT was cleared updating 2 keys and creating 1 modified pages.,2019-12-30T06:18:31.661Z,2019-12-30T06:15:27Z,16,2019-12-30T06:15:27.943Z,4,Microsoft-Windows-Kernel-General,20.192.194.43,2019-12-30T06:18:31.298Z
System,MCHTNDN007,The access history in hive ~??~C:~Users~f073993dadmin~NTUSER.DAT was cleared updating 7 keys and creating 2 modified pages.,2019-12-30T06:18:31.16Z,2019-12-30T06:15:24Z,16,2019-12-30T06:15:24.568Z,4,Microsoft-Windows-Kernel-General,20.192.194.43,2019-12-30T06:18:31.048Z
System,MCHTNDN007,The access history in hive ~??~C:~Users~F151511hpe~NTUSER.DAT was cleared updating 7 keys and creating 2 modified pages.,2019-12-30T06:18:31.16Z,2019-12-30T06:15:21Z,16,2019-12-30T06:15:21.13Z,4,Microsoft-Windows-Kernel-General,20.192.194.43,2019-12-30T06:18:30.798Z
System,MCHTNDN007,The access history in hive ~??~C:~Users~d303622hpo~NTUSER.DAT was cleared updating 7 keys and creating 2 modified pages.,2019-12-30T06:18:30.692Z,2019-12-30T06:14:56Z,16,2019-12-30T06:14:56.74Z,4,Microsoft-Windows-Kernel-General,20.192.194.43,2019-12-30T06:18:30.532Z
System,MCHTNDN007,The access history in hive ~??~C:~Users~g159846hpe~NTUSER.DAT was cleared updating 7 keys and creating 2 modified pages.,2019-12-30T06:18:30.692Z,2019-12-30T06:14:49Z,16,2019-12-30T06:14:49.866Z,4,Microsoft-Windows-Kernel-General,20.192.194.43,2019-12-30T06:18:30.282Z
System,MCHTNDN007,The access history in hive ~??~C:~Users~A107219~NTUSER.DAT was cleared updating 7 keys and creating 2 modified pages.,2019-12-30T06:18:30.692Z,2019-12-30T06:14:46Z,16,2019-12-30T06:14:46.397Z,4,Microsoft-Windows-Kernel-General,20.192.194.43,2019-12-30T06:18:30.032Z
System,MCHTNDN007,The access history in hive ~??~C:~Users~d154499hpe~NTUSER.DAT was cleared updating 2 keys and creating 1 modified pages.,2019-12-30T06:18:30.692Z,2019-12-30T06:14:23Z,16,2019-12-30T06:14:23.319Z,4,Microsoft-Windows-Kernel-General,20.192.194.43,2019-12-30T06:18:29.782Z
System,MCHTNDN007,The access history in hive ~??~C:~Users~b103188dadmin~NTUSER.DAT was cleared updating 2 keys and creating 1 modified pages.,2019-12-30T06:18:30.692Z,2019-12-30T06:14:07Z,16,2019-12-30T06:14:07.929Z,4,Microsoft-Windows-Kernel-General,20.192.194.43,2019-12-30T06:18:29.517Z
System,MCHTNDN007,The access history in hive ~??~C:~Users~a103852dadmin~NTUSER.DAT was cleared updating 2 keys and creating 1 modified pages.,2019-12-30T06:18:30.692Z,2019-12-30T06:14:03Z,16,2019-12-30T06:14:03.445Z,4,Microsoft-Windows-Kernel-General,20.192.194.43,2019-12-30T06:18:29.267Z
System,MCHTNDN007,The access history in hive ~??~C:~Users~E151681dadmin~NTUSER.DAT was cleared updating 7 keys and creating 2 modified pages.,2019-12-30T06:18:30.692Z,2019-12-30T06:13:59Z,16,2019-12-30T06:13:59.992Z,4,Microsoft-Windows-Kernel-General,20.192.194.43,2019-12-30T06:18:29.017Z
System,MCHTNDN007,The access history in hive ~??~C:~Users~b103468~NTUSER.DAT was cleared updating 2 keys and creating 1 modified pages.,2019-12-30T06:18:30.692Z,2019-12-30T06:13:55Z,16,2019-12-30T06:13:55.648Z,4,Microsoft-Windows-Kernel-General,20.192.194.43,2019-12-30T06:18:28.751Z
System,MCHTNDN007,The access history in hive ~??~C:~Users~D089482~NTUSER.DAT was cleared updating 7 keys and creating 2 modified pages.,2019-12-30T06:18:30.681Z,2019-12-30T06:13:52Z,16,2019-12-30T06:13:52.133Z,4,Microsoft-Windows-Kernel-General,20.192.194.43,2019-12-30T06:18:28.501Z
